joborder_id,company_id,recruiter,owner,title,type,salary,status,city,country,openings,start_date,date_created,date_modified,discipline,work_arrangement,owning_office
2716,13,12,12,Claims Manager,H,"68,000",Full,Manchester,GB,1,2024-06-27 13:10:07,2024-04-28 09:25:34,2024-05-30 11:02:13,"Underwriting, Broking & Claims",Hybrid,Manchester
2717,173,42,42,Head of Compliance,H,£92k - £112k,Full,London,GB,1,,2024-04-28 13:57:43,2024-06-05 11:20:39,Risk & Compliance,Hybrid,London
2718,382,76,76,Financial Controller,H,Competitive,Closed,Dublin,IE,1,2024-06-27 09:17:47,2024-04-28 15:31:07,2024-06-03 08:27:24,"Accountancy, Finance & Audit",Office,Dublin
2719,462,94,88,Capital Modelling Actuary,H,76000,Full,Brussels,BE,1,2024-06-27 10:16:02,2024-04-28 16:30:31,2024-06-02 14:18:29,Actuarial,Hybrid,Brussels
2720,503,100,100,Regulatory Lawyer,H,89000,Full,Madrid,ES,1,,2024-04-28 14:40:54,2024-06-29 13:52:49,Legal,Hybrid,Madrid
2721,729,150,146,Change Manager,H,"130,000",Full,New York,US,1,2024-06-27 16:33:34,2024-04-28 08:10:35,2024-07-03 17:58:33,Transformation & Change,Office,New York
2722,929,198,198,Senior Change Manager,H,Competitive,Closed,Singapore,SG,1,,2024-04-28 13:10:35,2024-05-20 16:20:12,Transformation & Change,Hybrid,Singapore
2723,1002,210,210,Account Executive,H,MYR 144k,Closed,Kuala Lumpur,MY,2,,2024-04-28 08:04:12,2024-06-10 17:38:50,"Underwriting, Broking & Claims",Hybrid,Malaysia
2724,168,59,59,Reserving Actuary,H,GBP 88k,Closed,London,GB,1,2024-06-28 13:08:58,2024-04-29 10:04:23,2024-05-25 09:13:25,Actuarial,Remote,London
2725,400,70,64,Senior Property Underwriter,H,76000,Closed,Dublin,IE,2,,2024-04-29 13:47:32,2024-06-14 16:27:14,"Underwriting, Broking & Claims",Hybrid,Dublin
2726,214,39,39,Operational Risk Manager,H,"66,000",OnHold,London,GB,1,2024-06-29 10:10:26,2024-04-30 12:25:30,2024-05-29 15:30:00,Risk & Compliance,Hybrid,London
2727,261,43,37,Operational Risk Manager,H,£77k - £89k,Full,London,GB,1,,2024-04-30 10:58:19,2024-06-01 16:55:42,Risk & Compliance,Hybrid,London
2728,505,98,98,Head of Legal,H,93000,Closed,Madrid,ES,1,,2024-04-30 08:45:46,2024-05-27 18:12:56,Legal,Remote,Madrid
2729,547,126,126,Account Executive,H,72000,Full,Paris,FR,1,,2024-04-30 13:34:11,2024-06-12 15:12:03,"Underwriting, Broking & Claims",Hybrid,Paris
2730,670,139,139,Senior Change Manager,H,CHF 115k - CHF 137k,Closed,Zurich,CH,1,2024-06-29 17:43:21,2024-04-30 12:59:27,2024-05-25 13:03:21,Transformation & Change,Hybrid,Zurich
2731,711,167,167,Regulatory Lawyer,H,"200,000",Full,New York,US,1,2024-06-29 15:05:32,2024-04-30 12:22:05,2024-06-06 09:42:05,Legal,Hybrid,New York
2732,841,179,174,Claims Manager,H,$70k - $78k,Full,Charlotte,US,1,,2024-04-30 09:20:20,2024-05-26 13:02:47,"Underwriting, Broking & Claims",Hybrid,Charlotte
2733,419,81,81,Credit Risk Analyst,H,EUR 107k,Full,Amsterdam,NL,1,2024-06-30 08:53:26,2024-05-01 15:18:27,2024-06-04 10:28:32,Risk & Compliance,Hybrid,Amsterdam
2734,461,93,93,Head of Pricing,H,€81k - €99k,Full,Brussels,BE,1,2024-06-30 15:34:13,2024-05-01 16:19:25,2024-06-26 15:33:13,Actuarial,Hybrid,Brussels
2735,13,25,25,Data Engineer,H,Competitive,OnHold,Manchester,GB,2,2024-07-01 18:45:55,2024-05-02 13:49:29,2024-05-25 18:55:33,Technology,Office,Manchester
2736,342,70,70,Paralegal,H,EUR 98k,Full,Dublin,IE,1,,2024-05-02 08:40:03,2024-06-25 17:47:48,Legal,Hybrid,Dublin
2737,511,101,101,Senior Commercial Lawyer,H,€92k - €114k,OnHold,Madrid,ES,1,2024-07-01 12:43:19,2024-05-02 17:35:12,2024-07-02 13:53:32,Legal,Hybrid,Madrid
2738,570,121,121,Claims Handler,H,70000,Closed,Paris,FR,2,2024-07-01 12:07:56,2024-05-02 18:42:46,2024-05-29 13:36:08,"Underwriting, Broking & Claims",Hybrid,Paris
2739,877,183,183,Management Accountant,H,HK$440k - HK$528k,Full,Hong Kong,HK,1,2024-07-01 11:54:31,2024-05-02 16:03:32,2024-06-20 18:04:30,"Accountancy, Finance & Audit",Office,Hong Kong
2740,932,195,194,Business Analyst,H,159000,Closed,Singapore,SG,1,,2024-05-02 18:36:06,2024-05-26 16:23:24,Transformation & Change,Remote,Singapore
2741,90,14,14,Actuarial Analyst,H,£78k - £89k,Full,Manchester,GB,1,2024-07-02 11:28:19,2024-05-03 08:36:21,2024-06-30 15:35:37,Actuarial,Hybrid,Manchester
2742,66,15,15,Casualty Underwriter,H,"54,000",Full,Manchester,GB,1,2024-07-02 18:59:38,2024-05-03 10:21:41,2024-06-16 11:13:44,"Underwriting, Broking & Claims",Office,Manchester
2743,106,24,24,Senior Data Engineer,H,£85k - £99k,Closed,Manchester,GB,3,2024-07-02 08:06:35,2024-05-03 15:35:32,2024-06-09 13:03:15,Technology,Hybrid,Manchester
2744,184,51,51,Project Manager,H,£83k - £94k,Full,London,GB,1,,2024-05-03 09:48:42,2024-06-16 16:51:53,Transformation & Change,Office,London
2745,10,8,6,Credit Risk Analyst,H,64000,Full,Manchester,GB,1,2024-07-03 11:12:36,2024-05-04 13:38:26,2024-06-01 08:42:10,Risk & Compliance,Hybrid,Manchester
2746,182,41,41,Credit Risk Analyst,H,88000,Closed,London,GB,2,,2024-05-04 11:28:49,2024-06-28 11:40:29,Risk & Compliance,Hybrid,London
2747,184,42,37,Credit Risk Analyst,H,"80,000",Full,London,GB,1,,2024-05-04 12:24:19,2024-06-14 10:17:47,Risk & Compliance,Hybrid,London
2748,175,57,57,Capital Modelling Actuary,H,£97k - £116k,Full,London,GB,1,2024-07-03 16:08:28,2024-05-04 16:09:27,2024-06-11 15:19:20,Actuarial,Hybrid,London
2749,608,122,122,Commercial Lawyer,H,"122,000",Closed,Paris,FR,1,2024-07-03 08:46:05,2024-05-04 13:15:16,2024-06-02 12:37:51,Legal,Hybrid,Paris
2750,162,6,6,Senior Management Accountant,H,"50,000",Closed,Manchester,GB,2,2024-07-04 12:01:20,2024-05-05 16:54:24,2024-06-06 15:29:52,"Accountancy, Finance & Audit",Office,Manchester
2751,337,75,73,Reserving Actuary,H,€92k - €106k,Closed,Dublin,IE,1,2024-07-04 11:10:01,2024-05-05 15:40:59,2024-06-01 14:42:20,Actuarial,Hybrid,Dublin
2752,516,99,97,Head of Legal,H,88000,Full,Madrid,ES,1,2024-07-04 10:04:32,2024-05-05 08:33:39,2024-06-15 16:24:25,Legal,Hybrid,Madrid
2753,714,148,146,Senior Change Manager,H,"142,000",Closed,New York,US,2,2024-07-04 17:20:46,2024-05-05 15:51:44,2024-05-28 18:25:00,Transformation & Change,Hybrid,New York
2754,418,82,82,Project Manager,H,€101k - €116k,Full,Amsterdam,NL,1,2024-07-05 11:13:57,2024-05-06 14:51:47,2024-06-07 09:41:11,Transformation & Change,Hybrid,Amsterdam
2755,57,4,4,Pricing Actuary,H,92000,Full,Manchester,GB,2,2024-07-06 11:30:14,2024-05-07 14:21:03,2024-06-17 14:55:29,Actuarial,Remote,Manchester
2756,5,4,4,Reserving Actuary,H,Competitive,Closed,Manchester,GB,1,,2024-05-07 14:20:50,2024-05-29 13:54:29,Actuarial,Remote,Manchester
2757,8,9,6,Management Accountant,H,67000,Closed,Manchester,GB,3,,2024-05-07 16:26:29,2024-06-25 16:01:30,"Accountancy, Finance & Audit",Hybrid,Manchester
2758,421,83,83,Change Manager,H,EUR 80k,Closed,Amsterdam,NL,1,2024-07-06 09:13:10,2024-05-07 11:13:35,2024-06-04 09:32:13,Transformation & Change,Hybrid,Amsterdam
2759,616,107,107,Senior Programme Director,H,€87k - €105k,Full,Paris,FR,1,,2024-05-07 08:26:09,2024-06-02 12:44:41,Transformation & Change,Remote,Paris
2760,715,147,147,Programme Director,H,USD 109k,OnHold,New York,US,2,,2024-05-07 08:09:17,2024-06-01 09:02:59,Transformation & Change,Remote,New York
2761,762,159,158,Cyber Security Analyst,H,"117,000",Full,New York,US,1,2024-07-06 16:37:42,2024-05-07 10:43:10,2024-07-04 15:08:30,Technology,Hybrid,New York
2762,980,210,207,Regulatory Lawyer,H,224000,Full,Kuala Lumpur,MY,1,2024-07-06 11:44:07,2024-05-07 12:55:12,2024-07-04 16:52:42,Legal,Hybrid,Malaysia
2763,775,165,165,Head of Legal,H,$167k - $197k,Closed,New York,US,1,2024-07-07 17:55:27,2024-05-08 15:48:24,2024-06-05 17:51:59,Legal,Office,New York
2764,879,187,182,FP&A Analyst,H,HK$632k - HK$695k,Closed,Hong Kong,HK,1,2024-07-08 11:02:18,2024-05-09 16:34:16,2024-06-12 15:16:26,"Accountancy, Finance & Audit",Hybrid,Hong Kong
2765,231,52,52,Senior Project Manager,H,£89k - £100k,Closed,London,GB,2,2024-07-09 08:41:23,2024-05-10 09:23:57,2024-06-17 12:18:24,Transformation & Change,Hybrid,London
2766,421,82,79,Product Owner,H,€69k - €83k,Full,Amsterdam,NL,1,2024-07-09 18:05:56,2024-05-10 09:00:55,2024-06-15 12:09:37,Transformation & Change,Hybrid,Amsterdam
2767,518,100,97,Head of Legal,H,"104,000",Closed,Madrid,ES,1,2024-07-09 11:04:22,2024-05-10 13:02:05,2024-06-04 12:29:18,Legal,Hybrid,Madrid
2768,594,125,125,Senior Casualty Underwriter,H,EUR 96k,Full,Paris,FR,1,2024-07-09 13:49:30,2024-05-10 08:18:07,2024-06-05 18:44:11,"Underwriting, Broking & Claims",Hybrid,Paris
2769,742,167,167,Senior Commercial Lawyer,H,$181k - $220k,Full,New York,US,1,2024-07-09 10:01:06,2024-05-10 15:56:56,2024-06-26 08:03:50,Legal,Office,New York
2770,568,126,126,Senior Change Manager,H,102000,Closed,Paris,FR,2,2024-07-10 08:17:30,2024-05-11 08:48:16,2024-06-23 15:58:09,Transformation & Change,Office,Paris
2771,168,56,56,Financial Crime Analyst,H,72000,Closed,London,GB,2,2024-07-11 13:03:21,2024-05-12 12:25:03,2024-06-05 14:15:18,Risk & Compliance,Hybrid,London
2772,303,60,60,Senior Pricing Actuary,H,97000,Closed,London,GB,2,,2024-05-12 10:13:54,2024-06-08 09:02:09,Actuarial,Remote,London
2773,399,67,64,Property Underwriter,H,€76k - €91k,Full,Dublin,IE,1,2024-07-11 09:21:15,2024-05-12 13:17:16,2024-07-09 08:34:33,"Underwriting, Broking & Claims",Office,Dublin
2774,363,75,75,Software Engineer,H,€71k - €80k,Full,Dublin,IE,1,2024-07-11 13:07:20,2024-05-12 17:03:16,2024-06-21 15:38:17,Technology,Hybrid,Dublin
2775,739,150,150,Senior Property Underwriter,H,$104k - $115k,Full,New York,US,1,,2024-05-12 17:32:34,2024-06-22 18:28:18,"Underwriting, Broking & Claims",Hybrid,New York
2776,913,184,184,Tax Manager,H,580000,Closed,Hong Kong,HK,1,2024-07-11 14:25:59,2024-05-12 13:37:48,2024-06-11 09:08:00,"Accountancy, Finance & Audit",Hybrid,Hong Kong
2777,919,198,194,Senior Change Manager,H,145000,Full,Singapore,SG,1,,2024-05-12 14:57:02,2024-06-12 17:20:57,Transformation & Change,Hybrid,Singapore
2778,186,52,47,Programme Director,H,76000,Full,London,GB,2,2024-07-12 09:55:42,2024-05-13 13:52:48,2024-07-09 08:36:29,Transformation & Change,Hybrid,London
2779,438,79,79,Project Manager,H,€89k - €98k,Closed,Amsterdam,NL,1,2024-07-12 15:31:37,2024-05-13 18:47:13,2024-06-05 17:53:20,Transformation & Change,Hybrid,Amsterdam
2780,422,80,80,Business Analyst,H,Competitive,Closed,Amsterdam,NL,1,,2024-05-13 16:01:26,2024-06-09 14:02:07,Transformation & Change,Hybrid,Amsterdam
2781,552,123,123,Property Underwriter,H,"68,000",Full,Paris,FR,1,2024-07-12 10:46:49,2024-05-13 12:10:15,2024-06-30 15:07:55,"Underwriting, Broking & Claims",Hybrid,Paris
2782,920,200,194,Programme Director,H,SGD 150k,OnHold,Singapore,SG,1,2024-07-12 15:54:06,2024-05-13 08:19:41,2024-06-05 18:21:16,Transformation & Change,Hybrid,Singapore
2783,963,212,212,Senior FP&A Analyst,H,RM163k - RM201k,Full,Kuala Lumpur,MY,1,,2024-05-13 18:35:40,2024-07-04 10:36:37,"Accountancy, Finance & Audit",Hybrid,Malaysia
2784,274,31,28,In-house Counsel,H,"116,000",Full,London,GB,1,2024-07-13 13:39:09,2024-05-14 16:38:48,2024-06-23 13:18:57,Legal,Hybrid,London
2785,349,64,64,Tax Manager,H,€81k - €101k,Full,Dublin,IE,1,2024-07-13 10:08:34,2024-05-14 09:49:30,2024-07-04 08:17:46,"Accountancy, Finance & Audit",Office,Dublin
2786,352,73,73,Management Accountant,H,62000,Full,Dublin,IE,1,2024-07-13 08:25:24,2024-05-14 13:01:18,2024-07-08 10:11:56,"Accountancy, Finance & Audit",Hybrid,Dublin
2787,336,76,76,FP&A Analyst,H,€64k - €77k,Full,Dublin,IE,1,2024-07-13 15:48:47,2024-05-14 12:18:46,2024-06-13 10:21:26,"Accountancy, Finance & Audit",Hybrid,Dublin
2788,636,136,132,Claims Manager,H,CHF 98k,OnHold,Zurich,CH,1,2024-07-13 17:18:32,2024-05-14 14:59:55,2024-06-06 18:28:50,"Underwriting, Broking & Claims",Office,Zurich
2789,724,161,158,Cloud Architect,H,$137k - $157k,Full,New York,US,1,2024-07-13 16:09:07,2024-05-14 15:11:20,2024-06-26 09:42:59,Technology,Hybrid,New York
2790,711,168,168,In-house Counsel,H,$140k - $164k,Closed,New York,US,1,2024-07-13 10:05:58,2024-05-14 10:37:02,2024-06-16 09:24:36,Legal,Hybrid,New York
2791,963,208,208,Senior Claims Manager,H,RM177k - RM203k,OnHold,Kuala Lumpur,MY,2,,2024-05-14 14:01:26,2024-06-19 13:20:04,"Underwriting, Broking & Claims",Remote,Malaysia
2792,170,38,38,Credit Risk Analyst,H,72000,Full,London,GB,1,2024-07-14 10:49:18,2024-05-15 09:32:36,2024-06-17 08:50:54,Risk & Compliance,Hybrid,London
2793,383,74,74,Tax Manager,H,€69k - €78k,Closed,Dublin,IE,1,2024-07-14 15:21:26,2024-05-15 10:13:34,2024-06-09 13:34:08,"Accountancy, Finance & Audit",Hybrid,Dublin
2794,679,142,142,Senior Programme Director,H,CHF 116k - CHF 139k,Full,Zurich,CH,1,2024-07-14 16:44:59,2024-05-15 14:21:30,2024-06-30 11:18:35,Transformation & Change,Remote,Zurich
2795,904,183,182,Internal Auditor,H,502000,Full,Hong Kong,HK,1,2024-07-14 09:27:07,2024-05-15 11:54:19,2024-06-29 13:19:41,"Accountancy, Finance & Audit",Office,Hong Kong
2796,53,7,6,Product Owner,H,£75k - £89k,Closed,Manchester,GB,2,,2024-05-16 17:27:38,2024-06-15 12:38:21,Transformation & Change,Hybrid,Manchester
2797,1,8,8,Cloud Architect,H,£62k - £73k,Closed,Manchester,GB,1,,2024-05-16 16:47:40,2024-06-16 09:29:47,Technology,Office,Manchester
2798,545,106,106,Programme Director,H,€94k - €113k,Closed,Paris,FR,2,2024-07-15 12:05:12,2024-05-16 16:03:37,2024-07-10 17:50:14,Transformation & Change,Hybrid,Paris
2799,7,22,22,Reserving Actuary,H,"85,000",Full,Manchester,GB,1,,2024-05-17 13:10:08,2024-06-23 11:25:19,Actuarial,Remote,Manchester
2800,432,84,79,Project Manager,H,€74k - €90k,Full,Amsterdam,NL,1,2024-07-16 12:18:24,2024-05-17 14:18:16,2024-07-01 12:42:00,Transformation & Change,Office,Amsterdam
2801,420,85,85,Programme Director,H,EUR 114k,Closed,Amsterdam,NL,1,,2024-05-17 15:43:22,2024-06-15 15:37:12,Transformation & Change,Hybrid,Amsterdam
2802,473,89,88,Senior Compliance Officer,H,€70k - €80k,Full,Brussels,BE,1,2024-07-16 08:18:08,2024-05-17 14:21:18,2024-07-10 14:49:07,Risk & Compliance,Hybrid,Brussels
2803,462,90,88,Senior Reserving Actuary,H,79000,Full,Brussels,BE,1,2024-07-16 11:04:35,2024-05-17 12:40:40,2024-06-29 14:56:11,Actuarial,Hybrid,Brussels
2804,586,125,125,Casualty Underwriter,H,Competitive,Full,Paris,FR,1,2024-07-16 18:12:57,2024-05-17 13:31:28,2024-06-30 10:00:28,"Underwriting, Broking & Claims",Hybrid,Paris
2805,630,140,140,Programme Director,H,154000,Closed,Zurich,CH,1,,2024-05-17 10:02:54,2024-06-16 17:17:48,Transformation & Change,Hybrid,Zurich
2806,710,161,161,Senior Data Engineer,H,154000,Closed,New York,US,1,2024-07-16 11:13:22,2024-05-17 08:38:08,2024-06-08 14:37:24,Technology,Hybrid,New York
2807,961,207,207,Senior Property Underwriter,H,Competitive,OnHold,Kuala Lumpur,MY,1,,2024-05-17 11:12:38,2024-06-15 15:29:06,"Underwriting, Broking & Claims",Hybrid,Malaysia
2808,174,39,39,Financial Crime Analyst,H,"96,000",Full,London,GB,1,2024-07-17 17:52:27,2024-05-18 09:38:08,2024-07-03 16:31:27,Risk & Compliance,Remote,London
2809,171,43,37,Operational Risk Manager,H,£92k - £107k,Full,London,GB,1,2024-07-17 16:25:46,2024-05-18 18:49:25,2024-06-18 09:41:58,Risk & Compliance,Hybrid,London
2810,504,97,97,Paralegal,H,€88k - €98k,Full,Madrid,ES,1,2024-07-17 09:18:27,2024-05-18 18:11:05,2024-06-21 16:39:33,Legal,Hybrid,Madrid
2811,707,132,132,Financial Controller,H,CHF 99k - CHF 119k,Full,Zurich,CH,1,2024-07-17 14:58:47,2024-05-18 15:26:23,2024-06-14 08:07:40,"Accountancy, Finance & Audit",Remote,Zurich
2812,782,146,146,Project Manager,H,139000,Full,New York,US,1,,2024-05-18 13:56:40,2024-06-24 18:53:18,Transformation & Change,Hybrid,New York
2813,232,29,29,Senior In-house Counsel,H,£104k - £130k,Closed,London,GB,1,2024-07-18 14:03:00,2024-05-19 09:32:33,2024-06-11 11:31:21,Legal,Hybrid,London
2814,183,49,49,Change Manager,H,78000,Full,London,GB,1,,2024-05-19 18:56:57,2024-06-19 09:38:10,Transformation & Change,Hybrid,London
2815,503,98,98,Commercial Lawyer,H,€79k - €95k,Full,Madrid,ES,1,2024-07-18 18:15:03,2024-05-19 18:37:30,2024-06-30 16:44:48,Legal,Hybrid,Madrid
2816,563,128,128,Senior Claims Handler,H,82000,Closed,Paris,FR,3,2024-07-18 13:46:27,2024-05-19 12:52:48,2024-06-22 08:05:09,"Underwriting, Broking & Claims",Hybrid,Paris
2817,741,160,160,BI Developer,H,136000,OnHold,New York,US,1,2024-07-18 16:36:05,2024-05-19 09:02:22,2024-06-30 16:23:59,Technology,Hybrid,New York
2818,726,162,162,Software Engineer,H,USD 114k,Closed,New York,US,1,2024-07-18 15:53:24,2024-05-19 16:23:15,2024-06-15 15:17:39,Technology,Remote,New York
2819,767,166,165,Senior In-house Counsel,H,$118k - $135k,Closed,New York,US,1,2024-07-18 14:58:57,2024-05-19 14:05:33,2024-06-16 10:32:48,Legal,Hybrid,New York
2820,342,66,66,Senior Claims Handler,H,68000,Full,Dublin,IE,1,2024-07-19 18:59:09,2024-05-20 11:48:11,2024-06-22 15:44:19,"Underwriting, Broking & Claims",Remote,Dublin
2821,461,92,92,Head of Pricing,H,112000,Full,Brussels,BE,1,2024-07-19 17:13:43,2024-05-20 15:22:02,2024-07-02 11:13:52,Actuarial,Hybrid,Brussels
2822,545,108,106,Senior Business Analyst,H,€85k - €103k,Closed,Paris,FR,1,2024-07-19 12:52:28,2024-05-20 12:09:01,2024-06-18 10:51:07,Transformation & Change,Hybrid,Paris
2823,651,142,142,Change Manager,H,118000,Full,Zurich,CH,1,2024-07-19 10:33:28,2024-05-20 10:50:49,2024-06-23 08:34:51,Transformation & Change,Hybrid,Zurich
2824,712,147,147,Product Owner,H,"146,000",Closed,New York,US,3,,2024-05-20 09:33:58,2024-06-16 10:26:01,Transformation & Change,Remote,New York
2825,880,186,182,Financial Controller,H,HK$457k - HK$570k,Closed,Hong Kong,HK,1,,2024-05-20 11:36:06,2024-06-15 08:16:04,"Accountancy, Finance & Audit",Hybrid,Hong Kong
2826,207,44,44,Compliance Officer,H,GBP 66k,Full,London,GB,1,,2024-05-21 18:10:55,2024-06-26 09:48:03,Risk & Compliance,Office,London
2827,710,151,146,Senior Change Manager,H,USD 124k,Full,New York,US,1,2024-07-20 12:26:55,2024-05-21 18:08:12,2024-07-08 17:30:46,Transformation & Change,Hybrid,New York
2828,965,209,209,Account Executive,H,RM115k - RM131k,Closed,Kuala Lumpur,MY,2,,2024-05-21 18:24:33,2024-07-24 09:54:31,"Underwriting, Broking & Claims",Office,Malaysia
2829,1,13,13,Senior Claims Handler,H,"45,000",Closed,Manchester,GB,1,2024-07-21 11:56:56,2024-05-22 13:39:16,2024-06-25 13:00:18,"Underwriting, Broking & Claims",Hybrid,Manchester
2830,547,107,106,Product Owner,H,€81k - €95k,OnHold,Paris,FR,2,2024-07-21 11:16:53,2024-05-22 08:56:14,2024-07-19 13:00:46,Transformation & Change,Hybrid,Paris
2831,627,135,135,Senior FP&A Analyst,H,CHF 108k,Closed,Zurich,CH,1,2024-07-21 08:21:36,2024-05-22 14:37:16,2024-06-16 18:24:17,"Accountancy, Finance & Audit",Hybrid,Zurich
2832,881,182,182,Senior Financial Controller,H,HKD 786k,Full,Hong Kong,HK,1,2024-07-21 17:45:10,2024-05-22 16:25:16,2024-07-19 10:27:32,"Accountancy, Finance & Audit",Office,Hong Kong
2833,4,12,12,Claims Manager,H,"66,000",Full,Manchester,GB,1,2024-07-22 16:31:17,2024-05-23 08:49:02,2024-06-28 13:45:28,"Underwriting, Broking & Claims",Hybrid,Manchester
2834,202,59,55,Claims Handler,H,GBP 92k,Full,London,GB,1,2024-07-22 18:10:46,2024-05-23 18:07:17,2024-07-02 08:22:49,"Underwriting, Broking & Claims",Remote,London
2835,505,102,97,Commercial Lawyer,H,€63k - €77k,Full,Madrid,ES,1,2024-07-22 17:40:08,2024-05-23 14:11:08,2024-07-11 12:22:33,Legal,Hybrid,Madrid
2836,544,123,123,Claims Handler,H,€81k - €89k,Closed,Paris,FR,1,2024-07-22 08:43:15,2024-05-23 18:20:24,2024-07-25 14:34:30,"Underwriting, Broking & Claims",Office,Paris
2837,867,179,179,Casualty Underwriter,H,"116,000",Full,Charlotte,US,1,2024-07-22 17:13:04,2024-05-23 16:22:18,2024-06-19 15:55:53,"Underwriting, Broking & Claims",Remote,Charlotte
2838,886,185,182,Financial Controller,H,HK$719k - HK$821k,Closed,Hong Kong,HK,1,2024-07-22 09:59:16,2024-05-23 12:24:07,2024-06-17 15:34:53,"Accountancy, Finance & Audit",Hybrid,Hong Kong
2839,478,94,94,Senior Actuarial Analyst,H,€73k - €87k,Closed,Brussels,BE,1,,2024-05-24 17:13:46,2024-06-19 14:45:46,Actuarial,Hybrid,Brussels
2840,857,178,178,Claims Manager,H,USD 84k,Closed,Charlotte,US,2,,2024-05-24 11:39:43,2024-07-03 09:01:48,"Underwriting, Broking & Claims",Hybrid,Charlotte
2841,82,11,11,Account Executive,H,"62,000",Full,Manchester,GB,1,2024-07-24 17:45:33,2024-05-25 16:32:49,2024-07-11 11:55:26,"Underwriting, Broking & Claims",Hybrid,Manchester
2842,194,37,37,Operational Risk Manager,H,82000,Full,London,GB,1,2024-07-24 11:43:56,2024-05-25 08:01:18,2024-06-26 08:01:15,Risk & Compliance,Hybrid,London
2843,212,48,48,Business Analyst,H,"84,000",Closed,London,GB,1,2024-07-24 12:32:50,2024-05-25 16:44:12,2024-06-18 15:15:23,Transformation & Change,Hybrid,London
2844,727,169,169,In-house Counsel,H,$147k - $170k,Closed,New York,US,1,2024-07-24 13:54:20,2024-05-25 15:20:24,2024-07-14 09:23:16,Legal,Office,New York
2845,888,185,182,Financial Controller,H,HK$748k - HK$913k,Closed,Hong Kong,HK,1,2024-07-24 16:13:03,2024-05-25 09:34:16,2024-06-22 13:12:07,"Accountancy, Finance & Audit",Remote,Hong Kong
2846,357,65,65,Claims Manager,H,69000,Full,Dublin,IE,1,2024-07-25 13:26:11,2024-05-26 09:49:47,2024-07-21 14:44:11,"Underwriting, Broking & Claims",Office,Dublin
2847,564,122,121,Claims Handler,H,EUR 84k,Closed,Paris,FR,1,,2024-05-26 13:27:58,2024-06-26 12:04:50,"Underwriting, Broking & Claims",Hybrid,Paris
2848,742,152,152,Project Manager,H,"104,000",Full,New York,US,1,,2024-05-26 11:51:05,2024-06-22 16:59:12,Transformation & Change,Hybrid,New York
2849,838,174,174,Property Underwriter,H,USD 88k,Full,Charlotte,US,1,2024-07-25 14:59:31,2024-05-26 14:12:59,2024-07-02 16:58:51,"Underwriting, Broking & Claims",Hybrid,Charlotte
2850,7,2,2,Pricing Actuary,H,"72,000",Full,Manchester,GB,1,2024-07-26 13:42:55,2024-05-27 14:43:33,2024-07-08 11:39:15,Actuarial,Hybrid,Manchester
2851,206,61,61,Pricing Actuary,H,£113k - £139k,Full,London,GB,1,2024-07-26 15:32:46,2024-05-27 18:44:10,2024-07-05 12:12:03,Actuarial,Hybrid,London
2852,519,99,97,Senior Commercial Lawyer,H,€83k - €101k,Full,Madrid,ES,1,,2024-05-27 17:02:41,2024-06-27 14:29:34,Legal,Hybrid,Madrid
2853,605,111,111,Change Manager,H,92000,Full,Paris,FR,1,,2024-05-27 12:19:57,2024-06-19 10:42:34,Transformation & Change,Remote,Paris
2854,546,114,114,Programme Director,H,€85k - €94k,Closed,Paris,FR,3,2024-07-26 15:33:32,2024-05-27 09:31:16,2024-07-09 12:20:37,Transformation & Change,Remote,Paris
2855,710,149,149,Product Owner,H,USD 100k,Closed,New York,US,1,2024-07-26 13:23:59,2024-05-27 09:52:17,2024-06-18 12:04:57,Transformation & Change,Hybrid,New York
2856,872,177,174,Claims Handler,H,USD 92k,OnHold,Charlotte,US,1,2024-07-26 10:34:21,2024-05-27 18:37:35,2024-06-22 15:13:07,"Underwriting, Broking & Claims",Hybrid,Charlotte
2857,2,2,1,Reserving Actuary,H,£81k - £91k,Full,Manchester,GB,1,2024-07-27 09:10:12,2024-05-28 18:59:01,2024-07-22 14:09:27,Actuarial,Office,Manchester
2858,160,3,3,Pricing Actuary,H,GBP 68k,Full,Manchester,GB,1,2024-07-27 14:47:51,2024-05-28 09:55:16,2024-07-21 17:34:55,Actuarial,Hybrid,Manchester
2859,10,20,20,Cloud Architect,H,86000,Closed,Manchester,GB,1,2024-07-27 14:06:32,2024-05-28 13:55:33,2024-06-21 18:22:25,Technology,Office,Manchester
2860,173,30,30,Senior Commercial Lawyer,H,£78k - £90k,Full,London,GB,1,2024-07-27 10:37:46,2024-05-28 14:22:35,2024-06-29 11:51:32,Legal,Hybrid,London
2861,461,89,88,Reserving Actuary,H,78000,OnHold,Brussels,BE,1,2024-07-27 15:27:40,2024-05-28 09:03:56,2024-06-24 08:13:58,Actuarial,Remote,Brussels
2862,490,91,91,Senior Capital Modelling Actuary,H,119000,Closed,Brussels,BE,1,2024-07-27 13:10:05,2024-05-28 17:48:58,2024-06-24 11:15:08,Actuarial,Office,Brussels
2863,694,134,134,Tax Manager,H,CHF 129k - CHF 154k,Full,Zurich,CH,1,2024-07-27 16:36:28,2024-05-28 17:17:18,2024-07-20 11:22:20,"Accountancy, Finance & Audit",Office,Zurich
2864,171,47,47,Head of Pricing,H,£71k - £86k,Full,London,GB,1,2024-07-28 16:54:53,2024-05-29 16:37:39,2024-07-04 18:37:25,Actuarial,Hybrid,London
