doc_no,doc_type,placement_ref,doc_date,net_amount,currency,modified_at
INV-102046,INV,PL-002046,07/12/2024,20753.6,EUR,09/12/2024 14:17
INV-102047,INV,PL-002047,18/10/2024,11776.0,USD,18/10/2024 14:15
INV-102048,INV,PL-002048,07/11/2024,41289.6,MYR,09/11/2024 11:35
INV-102049,INV,PL-002049,13/12/2024,27270.0,USD,15/12/2024 17:46
INV-102050,INV,PL-002050,03/12/2024,24186.4,USD,05/12/2024 09:34
INV-102051,INV,PL-002051,13/12/2024,144210.0,HKD,14/12/2024 10:50
INV-102052,INV,PL-002052,07/11/2024,24328.8,USD,09/11/2024 10:45
CRN-200193,CRN,PL-002052,02/12/2024,24328.8,USD,02/12/2024 18:59
INV-102053,INV,PL-002053,27/10/2024,19981.7,EUR,27/10/2024 12:42
INV-102054,INV,PL-002054,17/11/2024,21864.8,SGD,19/11/2024 17:26
CRN-200194,CRN,PL-002054,15/02/2025,5466.2,SGD,16/02/2025 18:11
INV-102055,INV,PL-002055,10/12/2024,21812.2,USD,12/12/2024 11:01
INV-102056,INV,PL-002056,02/12/2024,11934.0,GBP,02/12/2024 12:40
INV-102057,INV,PL-002057,04/11/2024,13853.1,GBP,06/11/2024 18:16
INV-102058,INV,PL-002058,09/11/2024,18304.8,EUR,11/11/2024 20:00
INV-102059,INV,PL-002059,26/10/2024,17184.0,USD,26/10/2024 11:02
INV-102060,INV,PL-002060,14/11/2024,38880.0,MYR,14/11/2024 11:36
INV-102061,INV,PL-002061,26/10/2024,185843.4,HKD,28/10/2024 09:33
INV-102062,INV,PL-002062,26/11/2024,20503.0,EUR,26/11/2024 17:06
INV-102063,INV,PL-002063,06/11/2024,12504.0,EUR,07/11/2024 08:09
INV-102064,INV,PL-002064,11/12/2024,18287.4,GBP,13/12/2024 08:36
INV-102065,INV,PL-002065,07/12/2024,25537.6,CHF,07/12/2024 14:21
INV-102066,INV,PL-002066,27/10/2024,19100.0,EUR,29/10/2024 12:02
INV-102067,INV,PL-002067,26/11/2024,13222.5,EUR,26/11/2024 18:51
INV-102068,INV,PL-002068,05/11/2024,131246.5,HKD,05/11/2024 10:15
INV-102069,INV,PL-002069,08/11/2024,18079.2,USD,08/11/2024 07:25
INV-102070,INV,PL-002070,17/12/2024,25135.5,CHF,18/12/2024 10:52
INV-102071,INV,PL-002071,07/11/2024,23729.1,USD,07/11/2024 11:01
INV-102072,INV,PL-002072,29/11/2024,25407.2,USD,01/12/2024 11:27
INV-102073,INV,PL-002073,10/11/2024,29854.0,USD,12/11/2024 07:07
INV-102074,INV,PL-002074,21/11/2024,18933.6,EUR,23/11/2024 11:21
CRN-200195,CRN,PL-002074,04/02/2025,4733.4,EUR,04/02/2025 16:35
INV-102075,INV,PL-002075,01/12/2024,25289.0,GBP,02/12/2024 12:07
INV-102076,INV,PL-002076,07/12/2024,16891.6,GBP,08/12/2024 10:29
INV-102077,INV,PL-002077,15/12/2024,35900.0,MYR,15/12/2024 10:57
INV-102078,INV,PL-002078,11/11/2024,27918.8,SGD,13/11/2024 20:40
CRN-200196,CRN,PL-002078,30/01/2025,6979.7,SGD,31/01/2025 19:22
INV-102079,INV,PL-002079,29/11/2024,17228.2,GBP,01/12/2024 12:43
INV-102080,INV,PL-002080,16/11/2024,25978.5,USD,18/11/2024 09:10
INV-102081,INV,PL-002081,04/12/2024,22297.2,EUR,04/12/2024 15:00
INV-102082,INV,PL-002082,11/12/2024,11173.5,GBP,13/12/2024 14:03
INV-102083,INV,PL-002083,07/12/2024,21972.5,EUR,07/12/2024 19:00
INV-102084,INV,PL-002084,17/11/2024,23125.1,CHF,17/11/2024 14:27
INV-102085,INV,PL-002085,14/11/2024,21063.0,GBP,14/11/2024 13:00
INV-102086,INV,PL-002086,07/12/2024,19577.6,CHF,09/12/2024 10:15
INV-102087,INV,PL-002087,19/11/2024,15858.0,GBP,19/11/2024 18:41
INV-102088,INV,PL-002088,13/12/2024,23647.2,EUR,14/12/2024 20:28
INV-102089,INV,PL-002089,28/12/2024,17732.7,GBP,29/12/2024 09:34
INV-102090,INV,PL-002090,10/12/2024,27817.9,MYR,11/12/2024 13:15
INV-102091,INV,PL-002091,18/11/2024,15517.6,CHF,18/11/2024 17:26
INV-102092,INV,PL-002092,09/11/2024,17615.6,EUR,09/11/2024 16:35
INV-102093,INV,PL-002093,16/12/2024,12622.2,GBP,18/12/2024 11:29
INV-102094,INV,PL-002094,01/11/2024,17945.2,EUR,02/11/2024 16:07
INV-102095,INV,PL-002095,13/11/2024,16170.2,GBP,14/11/2024 13:17
INV-102096,INV,PL-002096,11/12/2024,15681.8,EUR,13/12/2024 12:57
INV-102097,INV,PL-002097,07/11/2024,14996.1,EUR,08/11/2024 11:16
INV-102098,INV,PL-002098,25/11/2024,29863.2,CHF,25/11/2024 09:03
INV-102099,INV,PL-002099,06/12/2024,18318.0,GBP,08/12/2024 14:24
INV-102100,INV,PL-002100,09/11/2024,30490.2,USD,09/11/2024 10:05
CRN-200197,CRN,PL-002100,03/02/2025,7622.55,USD,04/02/2025 17:33
INV-102101,INV,PL-002101,15/11/2024,12502.0,EUR,16/11/2024 07:28
INV-102102,INV,PL-002102,25/12/2024,17685.0,EUR,26/12/2024 17:11
INV-102103,INV,PL-002103,12/12/2024,23643.0,CHF,13/12/2024 19:17
INV-102104,INV,PL-002104,06/12/2024,23080.8,CHF,07/12/2024 13:30
INV-102105,INV,PL-002105,11/12/2024,19430.4,USD,11/12/2024 15:22
INV-102106,INV,PL-002106,08/12/2024,14123.2,EUR,10/12/2024 07:09
INV-102107,INV,PL-002107,25/11/2024,23153.1,USD,25/11/2024 13:14
INV-102108,INV,PL-002108,29/12/2024,28723.5,USD,30/12/2024 20:38
INV-102109,INV,PL-002109,20/12/2024,120520.0,HKD,22/12/2024 18:40
INV-102110,INV,PL-002110,21/12/2024,13021.7,GBP,21/12/2024 17:02
CRN-200198,CRN,PL-002110,14/02/2025,6510.85,GBP,14/02/2025 14:30
INV-102111,INV,PL-002111,14/11/2024,16656.3,GBP,15/11/2024 07:53
INV-102112,INV,PL-002112,22/12/2024,11857.5,GBP,22/12/2024 20:12
INV-102113,INV,PL-002113,28/12/2024,28158.6,EUR,28/12/2024 13:12
INV-102114,INV,PL-002114,29/11/2024,15590.9,EUR,29/11/2024 13:01
INV-102115,INV,PL-002115,03/01/2025,16361.4,USD,04/01/2025 11:11
INV-102116,INV,PL-002116,06/12/2024,27190.4,EUR,08/12/2024 15:05
INV-102117,INV,PL-002117,27/12/2024,147803.1,HKD,29/12/2024 16:52
CRN-200199,CRN,PL-002117,09/03/2025,36950.78,HKD,09/03/2025 09:11
INV-102118,INV,PL-002118,24/12/2024,18306.5,GBP,25/12/2024 07:23
CRN-200200,CRN,PL-002118,15/03/2025,4576.62,GBP,15/03/2025 13:53
INV-102119,INV,PL-002119,27/11/2024,19854.8,CHF,27/11/2024 17:07
INV-102120,INV,PL-002120,12/12/2024,23392.7,USD,13/12/2024 18:31
INV-102121,INV,PL-002121,14/11/2024,22248.0,EUR,16/11/2024 17:11
INV-102122,INV,PL-002122,02/12/2024,15582.6,GBP,02/12/2024 14:34
CRN-200201,CRN,PL-002122,02/01/2025,15582.6,GBP,03/01/2025 07:46
INV-102123,INV,PL-002123,23/12/2024,19836.0,EUR,23/12/2024 19:26
INV-102124,INV,PL-002124,23/12/2024,19855.1,EUR,24/12/2024 13:48
INV-102125,INV,PL-002125,12/12/2024,22106.5,USD,12/12/2024 11:00
INV-102126,INV,PL-002126,24/12/2024,18845.3,USD,25/12/2024 18:32
INV-102127,INV,PL-002127,19/11/2024,30414.2,CHF,20/11/2024 09:01
INV-102128,INV,PL-002128,22/11/2024,105097.5,HKD,24/11/2024 09:23
INV-102129,INV,PL-002129,14/12/2024,15345.0,USD,15/12/2024 09:17
CRN-200202,CRN,PL-002129,15/12/2024,15345.0,USD,15/12/2024 10:54
INV-102130,INV,PL-002130,24/12/2024,21312.0,GBP,25/12/2024 15:26
INV-102131,INV,PL-002131,29/12/2024,17381.4,GBP,31/12/2024 09:02
INV-102132,INV,PL-002132,25/11/2024,25029.2,EUR,26/11/2024 14:18
INV-102133,INV,PL-002133,19/12/2024,24719.0,USD,21/12/2024 16:59
INV-102134,INV,PL-002134,21/12/2024,21945.2,USD,21/12/2024 09:18
CRN-200203,CRN,PL-002134,30/01/2025,10972.6,USD,31/01/2025 14:35
INV-102135,INV,PL-002135,28/11/2024,22200.0,USD,28/11/2024 18:20
INV-102136,INV,PL-002136,09/12/2024,17513.4,EUR,11/12/2024 19:00
INV-102137,INV,PL-002137,23/11/2024,19507.8,EUR,24/11/2024 12:48
INV-102138,INV,PL-002138,30/12/2024,21086.4,SGD,01/01/2025 14:05
INV-102139,INV,PL-002139,27/12/2024,27196.2,USD,27/12/2024 18:08
INV-102140,INV,PL-002140,16/01/2025,17910.0,USD,17/01/2025 10:49
INV-102141,INV,PL-002141,03/01/2025,154375.2,HKD,03/01/2025 16:10
INV-102142,INV,PL-002142,19/12/2024,17702.1,EUR,21/12/2024 16:47
INV-102143,INV,PL-002143,12/12/2024,20315.3,USD,14/12/2024 08:24
INV-102144,INV,PL-002144,08/12/2024,24808.3,USD,08/12/2024 09:27
CRN-200204,CRN,PL-002144,06/02/2025,12404.15,USD,07/02/2025 12:55
INV-102145,INV,PL-002145,27/11/2024,21318.8,EUR,28/11/2024 13:46
INV-102146,INV,PL-002146,13/01/2025,24585.0,SGD,13/01/2025 15:23
INV-102147,INV,PL-002147,29/11/2024,25320.6,SGD,29/11/2024 10:01
INV-102148,INV,PL-002148,27/12/2024,16620.0,EUR,29/12/2024 20:23
INV-102149,INV,PL-002149,22/12/2024,17728.7,GBP,23/12/2024 15:18
INV-102150,INV,PL-002150,22/12/2024,25418.0,USD,22/12/2024 07:45
INV-102151,INV,PL-002151,28/12/2024,18037.5,GBP,28/12/2024 08:14
CRN-200205,CRN,PL-002151,12/01/2025,18037.5,GBP,12/01/2025 18:32
INV-102152,INV,PL-002152,04/12/2024,29502.9,EUR,04/12/2024 14:15
INV-102153,INV,PL-002153,17/01/2025,15276.8,EUR,17/01/2025 17:25
INV-102154,INV,PL-002154,07/01/2025,19735.4,EUR,09/01/2025 09:39
INV-102155,INV,PL-002155,21/01/2025,19573.6,USD,21/01/2025 20:14
INV-102156,INV,PL-002156,25/12/2024,57882.9,MYR,25/12/2024 15:22
INV-102157,INV,PL-002157,07/12/2024,11309.6,GBP,09/12/2024 09:02
INV-102158,INV,PL-002158,25/11/2024,17082.1,EUR,26/11/2024 07:06
CRN-200206,CRN,PL-002158,11/02/2025,4270.52,EUR,12/02/2025 11:10
INV-102159,INV,PL-002159,06/12/2024,11932.5,EUR,08/12/2024 16:33
INV-102160,INV,PL-002160,29/12/2024,15944.4,GBP,29/12/2024 17:47
CRN-200207,CRN,PL-002160,29/01/2025,15944.4,GBP,30/01/2025 13:50
INV-102161,INV,PL-002161,12/01/2025,15231.5,EUR,13/01/2025 12:20
INV-102162,INV,PL-002162,31/12/2024,17077.2,GBP,02/01/2025 14:50
INV-102163,INV,PL-002163,04/12/2024,17480.0,EUR,05/12/2024 17:38
INV-102164,INV,PL-002164,24/12/2024,33311.8,MYR,26/12/2024 17:53
INV-102165,INV,PL-002165,07/12/2024,28860.3,USD,08/12/2024 12:27
INV-102166,INV,PL-002166,30/11/2024,16422.3,GBP,30/11/2024 07:16
INV-102167,INV,PL-002167,03/01/2025,18411.0,GBP,03/01/2025 19:48
INV-102168,INV,PL-002168,27/12/2024,16931.2,GBP,27/12/2024 13:12
INV-102169,INV,PL-002169,31/12/2024,13708.4,EUR,02/01/2025 16:18
INV-102170,INV,PL-002170,05/01/2025,24221.8,CHF,06/01/2025 07:11
INV-102171,INV,PL-002171,11/12/2024,30576.9,USD,11/12/2024 19:44
INV-102172,INV,PL-002172,06/01/2025,18912.6,GBP,07/01/2025 16:29
INV-102173,INV,PL-002173,04/01/2025,146252.8,HKD,06/01/2025 08:02
INV-102174,INV,PL-002174,20/12/2024,11067.7,GBP,21/12/2024 17:13
INV-102175,INV,PL-002175,12/12/2024,20442.8,EUR,14/12/2024 20:53
INV-102176,INV,PL-002176,09/01/2025,15555.6,EUR,11/01/2025 10:51
INV-102177,INV,PL-002177,19/01/2025,19959.3,GBP,20/01/2025 09:03
INV-102178,INV,PL-002178,10/12/2024,31032.3,CHF,11/12/2024 15:19
INV-102179,INV,PL-002179,07/12/2024,22402.6,USD,07/12/2024 11:40
INV-102180,INV,PL-002180,28/12/2024,14268.8,EUR,30/12/2024 13:57
INV-102181,INV,PL-002181,02/12/2024,14878.0,GBP,04/12/2024 18:09
INV-102182,INV,PL-002182,06/01/2025,24921.6,CHF,07/01/2025 16:35
INV-102183,INV,PL-002183,01/01/2025,23491.6,CHF,03/01/2025 16:32
INV-102184,INV,PL-002184,29/11/2024,150406.2,HKD,01/12/2024 09:49
INV-102185,INV,PL-002185,16/12/2024,175903.4,HKD,16/12/2024 19:41
INV-102186,INV,PL-002186,30/11/2024,28853.0,GBP,30/11/2024 11:20
INV-102187,INV,PL-002187,08/01/2025,35339.4,MYR,08/01/2025 19:25
INV-102188,INV,PL-002188,22/01/2025,17404.8,GBP,23/01/2025 14:03
CRN-200208,CRN,PL-002188,12/03/2025,8702.4,GBP,13/03/2025 14:10
INV-102189,INV,PL-002189,23/01/2025,22260.4,CHF,23/01/2025 14:09
INV-102190,INV,PL-002190,04/01/2025,28020.8,GBP,04/01/2025 14:35
INV-102191,INV,PL-002191,18/01/2025,159274.5,HKD,20/01/2025 10:22
INV-102192,INV,PL-002192,12/01/2025,14603.4,GBP,12/01/2025 13:43
INV-102193,INV,PL-002193,09/01/2025,19896.8,GBP,11/01/2025 10:23
INV-102194,INV,PL-002194,12/12/2024,14748.9,EUR,14/12/2024 16:28
CRN-200209,CRN,PL-002194,22/12/2024,14748.9,EUR,24/12/2024 18:19
INV-102195,INV,PL-002195,12/01/2025,23035.0,GBP,13/01/2025 20:40
INV-102196,INV,PL-002196,20/01/2025,16705.6,EUR,21/01/2025 10:45
INV-102197,INV,PL-002197,04/12/2024,10648.0,GBP,05/12/2024 11:15
INV-102198,INV,PL-002198,08/01/2025,23522.4,EUR,08/01/2025 09:58
INV-102199,INV,PL-002199,12/12/2024,12567.0,EUR,13/12/2024 20:12
CRN-200210,CRN,PL-002199,26/12/2024,12567.0,EUR,28/12/2024 20:54
INV-102200,INV,PL-002200,20/12/2024,11403.0,GBP,20/12/2024 10:11
INV-102201,INV,PL-002201,11/01/2025,18268.9,CHF,12/01/2025 16:23
INV-102202,INV,PL-002202,26/12/2024,20880.3,SGD,27/12/2024 13:37
INV-102203,INV,PL-002203,02/01/2025,26937.0,GBP,03/01/2025 10:28
INV-102204,INV,PL-002204,25/01/2025,26638.0,USD,26/01/2025 20:22
CRN-200211,CRN,PL-002204,15/04/2025,6659.5,USD,16/04/2025 17:02
INV-102205,INV,PL-002205,03/01/2025,21724.2,USD,05/01/2025 11:41
INV-102206,INV,PL-002206,20/01/2025,12233.5,GBP,21/01/2025 18:34
CRN-200212,CRN,PL-002206,24/03/2025,3058.38,GBP,24/03/2025 15:39
INV-102207,INV,PL-002207,28/01/2025,38665.0,MYR,29/01/2025 09:36
INV-102208,INV,PL-002208,26/12/2024,17805.9,CHF,28/12/2024 18:36
INV-102209,INV,PL-002209,14/01/2025,14847.0,EUR,15/01/2025 11:56
INV-102210,INV,PL-002210,25/12/2024,11320.4,EUR,25/12/2024 11:01
CRN-200213,CRN,PL-002210,26/01/2025,11320.4,EUR,26/01/2025 10:22
INV-102211,INV,PL-002211,05/01/2025,18631.3,GBP,07/01/2025 19:33
INV-102212,INV,PL-002212,13/01/2025,12928.5,GBP,13/01/2025 08:10
INV-102213,INV,PL-002213,12/12/2024,23572.0,USD,14/12/2024 08:14
INV-102214,INV,PL-002214,21/12/2024,19925.1,USD,22/12/2024 20:04
INV-102215,INV,PL-002215,23/12/2024,27512.1,GBP,24/12/2024 13:59
INV-102216,INV,PL-002216,13/12/2024,13717.5,GBP,14/12/2024 14:40
INV-102217,INV,PL-002217,20/01/2025,15573.0,GBP,20/01/2025 15:37
INV-102218,INV,PL-002218,19/12/2024,31539.2,GBP,19/12/2024 15:07
CRN-200214,CRN,PL-002218,29/01/2025,15769.6,GBP,31/01/2025 18:22
INV-102219,INV,PL-002219,31/01/2025,13068.0,EUR,01/02/2025 10:24
INV-102220,INV,PL-002220,25/12/2024,11784.7,EUR,25/12/2024 07:06
INV-102221,INV,PL-002221,03/02/2025,19548.9,EUR,03/02/2025 19:49
INV-102222,INV,PL-002222,27/01/2025,11599.3,EUR,27/01/2025 10:05
INV-102223,INV,PL-002223,01/02/2025,18181.8,EUR,02/02/2025 15:10
INV-102224,INV,PL-002224,31/12/2024,18947.8,EUR,02/01/2025 17:32
INV-102225,INV,PL-002225,24/01/2025,18885.8,GBP,25/01/2025 14:42
INV-102226,INV,PL-002226,30/12/2024,19209.6,EUR,30/12/2024 09:45
INV-102227,INV,PL-002227,05/01/2025,15105.0,EUR,06/01/2025 13:41
CRN-200215,CRN,PL-002227,12/02/2025,7552.5,EUR,12/02/2025 11:43
INV-102228,INV,PL-002228,23/01/2025,26923.2,SGD,23/01/2025 07:54
INV-102229,INV,PL-002229,23/12/2024,10837.8,EUR,23/12/2024 07:30
INV-102230,INV,PL-002230,01/01/2025,17896.5,GBP,01/01/2025 14:05
INV-102231,INV,PL-002231,16/01/2025,12631.0,GBP,17/01/2025 09:19
INV-102232,INV,PL-002232,02/02/2025,15392.0,EUR,04/02/2025 07:04
INV-102233,INV,PL-002233,01/02/2025,140087.0,HKD,02/02/2025 11:54
INV-102234,INV,PL-002234,30/01/2025,24578.4,EUR,30/01/2025 09:13
INV-102235,INV,PL-002235,01/02/2025,18127.4,EUR,02/02/2025 17:17
CRN-200216,CRN,PL-002235,28/02/2025,18127.4,EUR,02/03/2025 07:58
INV-102236,INV,PL-002236,06/01/2025,11108.1,GBP,06/01/2025 14:52
INV-102237,INV,PL-002237,22/12/2024,17072.0,EUR,24/12/2024 16:14
INV-102238,INV,PL-002238,16/12/2024,18148.8,EUR,16/12/2024 08:16
INV-102239,INV,PL-002239,19/01/2025,28120.9,GBP,20/01/2025 19:35
INV-102240,INV,PL-002240,14/12/2024,17490.3,EUR,14/12/2024 09:21
INV-102241,INV,PL-002241,21/01/2025,14852.0,GBP,22/01/2025 07:51
INV-102242,INV,PL-002242,20/01/2025,20188.4,EUR,21/01/2025 09:26
CRN-200217,CRN,PL-002242,28/02/2025,10094.2,EUR,01/03/2025 13:43
INV-102243,INV,PL-002243,24/01/2025,17121.6,CHF,24/01/2025 15:24
INV-102244,INV,PL-002244,03/02/2025,31012.8,USD,03/02/2025 09:09
INV-102245,INV,PL-002245,17/12/2024,22116.0,SGD,19/12/2024 19:29
CRN-200218,CRN,PL-002245,19/03/2025,5529.0,SGD,20/03/2025 07:40
INV-102246,INV,PL-002246,27/12/2024,17989.6,EUR,29/12/2024 19:33
INV-102247,INV,PL-002247,08/01/2025,14149.6,GBP,08/01/2025 16:29
INV-102248,INV,PL-002248,23/01/2025,19715.2,EUR,24/01/2025 19:20
INV-102249,INV,PL-002249,05/01/2025,12794.6,GBP,06/01/2025 13:25
INV-102250,INV,PL-002250,18/12/2024,17828.7,EUR,20/12/2024 10:37
INV-102251,INV,PL-002251,27/12/2024,9391.2,EUR,27/12/2024 20:43
INV-102252,INV,PL-002252,22/12/2024,19419.4,CHF,23/12/2024 08:11
INV-102253,INV,PL-002253,20/12/2024,8399.7,GBP,22/12/2024 20:58
CRN-200219,CRN,PL-002253,14/02/2025,4199.85,GBP,15/02/2025 08:46
INV-102254,INV,PL-002254,02/01/2025,13622.0,GBP,02/01/2025 08:49
INV-102255,INV,PL-002255,27/01/2025,22347.0,EUR,28/01/2025 12:03
INV-102256,INV,PL-002256,20/12/2024,15542.8,GBP,21/12/2024 11:42
INV-102257,INV,PL-002257,04/02/2025,17449.6,EUR,04/02/2025 16:20
INV-102258,INV,PL-002258,21/12/2024,25296.8,USD,21/12/2024 14:17
INV-102259,INV,PL-002259,20/12/2024,21228.0,EUR,22/12/2024 14:56
INV-102260,INV,PL-002260,15/02/2025,127792.5,HKD,17/02/2025 17:12
INV-102261,INV,PL-002261,05/01/2025,12019.0,EUR,06/01/2025 12:01
INV-102262,INV,PL-002262,24/12/2024,18961.8,GBP,25/12/2024 15:19
INV-102263,INV,PL-002263,09/01/2025,13167.0,GBP,09/01/2025 09:47
INV-102264,INV,PL-002264,11/01/2025,16779.5,EUR,12/01/2025 14:47
INV-102265,INV,PL-002265,02/02/2025,13774.1,EUR,04/02/2025 14:30
INV-102266,INV,PL-002266,26/12/2024,22032.0,CHF,26/12/2024 12:17
INV-102267,INV,PL-002267,24/01/2025,26161.6,EUR,26/01/2025 13:00
INV-102268,INV,PL-002268,29/12/2024,26970.0,CHF,30/12/2024 09:22
INV-102269,INV,PL-002269,19/12/2024,22344.0,EUR,20/12/2024 14:04
INV-102270,INV,PL-002270,16/01/2025,14716.8,GBP,16/01/2025 16:05
INV-102271,INV,PL-002271,01/01/2025,27360.0,SGD,01/01/2025 08:01
INV-102272,INV,PL-002272,04/02/2025,19740.2,GBP,04/02/2025 14:31
INV-102273,INV,PL-002273,21/01/2025,15444.0,GBP,23/01/2025 16:52
INV-102274,INV,PL-002274,24/12/2024,16219.7,CHF,25/12/2024 15:57
INV-102275,INV,PL-002275,10/01/2025,24881.4,USD,12/01/2025 07:29
INV-102276,INV,PL-002276,21/01/2025,15776.0,EUR,21/01/2025 18:51
INV-102277,INV,PL-002277,16/01/2025,107604.0,HKD,17/01/2025 14:58
INV-102278,INV,PL-002278,15/01/2025,13213.2,GBP,16/01/2025 10:02
INV-102279,INV,PL-002279,12/01/2025,18739.2,SGD,14/01/2025 08:56
INV-102280,INV,PL-002280,30/12/2024,34122.0,USD,31/12/2024 09:51
INV-102281,INV,PL-002281,15/01/2025,9636.0,EUR,15/01/2025 13:29
INV-102282,INV,PL-002282,30/12/2024,13098.0,EUR,01/01/2025 11:04
INV-102283,INV,PL-002283,23/01/2025,15273.6,EUR,24/01/2025 12:47
CRN-200220,CRN,PL-002283,05/02/2025,15273.6,EUR,06/02/2025 17:58
INV-102284,INV,PL-002284,27/12/2024,14996.8,EUR,29/12/2024 10:08
INV-102285,INV,PL-002285,23/12/2024,13542.4,GBP,23/12/2024 16:05
INV-102286,INV,PL-002286,13/01/2025,41657.6,MYR,14/01/2025 14:52
INV-102287,INV,PL-002287,06/02/2025,26312.0,CHF,06/02/2025 20:41
INV-102288,INV,PL-002288,26/12/2024,15477.0,EUR,27/12/2024 18:23
INV-102289,INV,PL-002289,03/01/2025,16051.8,GBP,03/01/2025 18:36
INV-102290,INV,PL-002290,23/01/2025,27288.0,CHF,24/01/2025 11:49
INV-102291,INV,PL-002291,04/02/2025,30375.2,MYR,05/02/2025 20:45
INV-102292,INV,PL-002292,30/01/2025,10102.4,EUR,30/01/2025 20:01
INV-102293,INV,PL-002293,03/01/2025,18921.6,EUR,05/01/2025 20:45
INV-102294,INV,PL-002294,14/01/2025,19265.4,EUR,14/01/2025 07:56
INV-102295,INV,PL-002295,31/12/2024,22864.0,USD,31/12/2024 09:13
INV-102296,INV,PL-002296,17/02/2025,18861.6,GBP,19/02/2025 20:08
INV-102297,INV,PL-002297,10/01/2025,20094.0,EUR,12/01/2025 11:27
INV-102298,INV,PL-002298,11/01/2025,31951.0,SGD,13/01/2025 08:27
INV-102299,INV,PL-002299,06/01/2025,26899.6,CHF,08/01/2025 15:50
CRN-200221,CRN,PL-002299,28/01/2025,26899.6,CHF,28/01/2025 18:56
INV-102300,INV,PL-002300,18/01/2025,19131.2,EUR,18/01/2025 11:24
CRN-200222,CRN,PL-002300,07/04/2025,4782.8,EUR,07/04/2025 15:29
INV-102301,INV,PL-002301,03/01/2025,13897.6,EUR,04/01/2025 14:18
INV-102302,INV,PL-002302,05/02/2025,23572.0,USD,05/02/2025 20:53
INV-102303,INV,PL-002303,09/02/2025,13439.0,EUR,11/02/2025 10:11
INV-102304,INV,PL-002304,08/01/2025,18585.2,EUR,09/01/2025 11:17
INV-102305,INV,PL-002305,28/01/2025,25678.7,USD,28/01/2025 14:48
INV-102306,INV,PL-002306,02/02/2025,16932.0,GBP,02/02/2025 14:14
INV-102307,INV,PL-002307,07/02/2025,17886.8,EUR,08/02/2025 16:26
INV-102308,INV,PL-002308,25/01/2025,10143.0,GBP,25/01/2025 13:40
INV-102309,INV,PL-002309,05/01/2025,19886.0,EUR,05/01/2025 14:52
INV-102310,INV,PL-002310,29/01/2025,25289.6,CHF,30/01/2025 08:05
INV-102311,INV,PL-002311,12/02/2025,25900.0,GBP,13/02/2025 18:33
INV-102312,INV,PL-002312,21/01/2025,27903.6,GBP,21/01/2025 12:30
INV-102313,INV,PL-002313,14/01/2025,19355.6,EUR,16/01/2025 11:33
INV-102314,INV,PL-002314,18/02/2025,10636.8,GBP,18/02/2025 10:59
INV-102315,INV,PL-002315,24/02/2025,24601.2,EUR,26/02/2025 16:22
CRN-200223,CRN,PL-002315,12/05/2025,6150.3,EUR,14/05/2025 18:35
INV-102316,INV,PL-002316,20/02/2025,21240.0,USD,21/02/2025 10:29
INV-102317,INV,PL-002317,31/01/2025,17273.2,EUR,31/01/2025 15:30
INV-102318,INV,PL-002318,08/02/2025,11162.7,EUR,09/02/2025 14:01
INV-102319,INV,PL-002319,12/02/2025,12023.8,GBP,13/02/2025 08:34
INV-102320,INV,PL-002320,18/02/2025,19448.8,GBP,20/02/2025 11:40
INV-102321,INV,PL-002321,16/01/2025,18991.2,EUR,16/01/2025 08:29
INV-102322,INV,PL-002322,11/01/2025,153242.4,HKD,13/01/2025 07:57
INV-102323,INV,PL-002323,01/03/2025,16368.0,EUR,02/03/2025 18:57
INV-102324,INV,PL-002324,03/02/2025,23513.8,SGD,04/02/2025 07:23
INV-102325,INV,PL-002325,01/02/2025,28697.4,SGD,02/02/2025 14:35
INV-102326,INV,PL-002326,24/02/2025,16349.6,EUR,26/02/2025 13:34
INV-102327,INV,PL-002327,18/01/2025,23515.8,USD,20/01/2025 17:59
INV-102328,INV,PL-002328,10/02/2025,19158.6,EUR,10/02/2025 11:17
CRN-200224,CRN,PL-002328,23/03/2025,19158.6,EUR,24/03/2025 07:14
INV-102329,INV,PL-002329,20/02/2025,17290.0,EUR,20/02/2025 17:16
INV-102330,INV,PL-002330,24/01/2025,17404.8,GBP,24/01/2025 12:00
INV-102331,INV,PL-002331,30/01/2025,134830.8,HKD,31/01/2025 13:53
INV-102332,INV,PL-002332,12/02/2025,22871.7,USD,12/02/2025 20:50
CRN-200225,CRN,PL-002332,21/03/2025,11435.85,USD,23/03/2025 12:01
INV-102333,INV,PL-002333,26/02/2025,13744.5,GBP,26/02/2025 19:07
INV-102334,INV,PL-002334,16/02/2025,25718.4,EUR,18/02/2025 20:57
INV-102335,INV,PL-002335,22/02/2025,25425.5,EUR,23/02/2025 16:49
INV-102336,INV,PL-002336,09/02/2025,20590.5,EUR,09/02/2025 16:56
INV-102337,INV,PL-002337,03/03/2025,13012.3,GBP,03/03/2025 11:12
INV-102338,INV,PL-002338,01/03/2025,146919.2,HKD,03/03/2025 10:03
CRN-200226,CRN,PL-002338,16/03/2025,146919.2,HKD,18/03/2025 08:12
INV-102339,INV,PL-002339,13/01/2025,25293.8,USD,13/01/2025 07:45
INV-102340,INV,PL-002340,20/02/2025,15048.0,GBP,21/02/2025 16:09
INV-102341,INV,PL-002341,25/02/2025,19142.4,EUR,25/02/2025 15:38
INV-102342,INV,PL-002342,01/02/2025,30821.6,GBP,02/02/2025 17:12
INV-102343,INV,PL-002343,28/02/2025,29280.9,USD,01/03/2025 14:48
